case_id,track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
6,5,1,100,car,1025.768,989.641,-6.632,1.064,2.982,9.75,2.6
6,6,1,100,car,951.784,997.135,12.089,-2.787,-0.227,4.48,1.84
6,7,1,100,car,993.378,970.73,-0.365,5.712,1.635,4.12,1.8
6,1,2,200,car,971.863,1001.713,-10.757,0.673,3.079,5.62,2.2
6,2,2,200,car,1012.706,999.998,-6.298,-1.585,-2.895,4.31,1.83
6,3,2,200,car,985.686,998.243,-11.642,1.321,3.029,4.77,1.91
6,4,2,200,car,1022.138,1007.992,-1.753,-3.518,-2.033,4.88,1.94
6,5,2,200,car,1025.105,989.749,-6.635,1.071,2.982,9.75,2.6
6,6,2,200,car,952.993,996.855,12.035,-2.784,-0.227,4.48,1.84
6,7,2,200,car,993.342,971.301,-0.35,5.529,1.634,4.12,1.8
6,1,3,300,car,970.787,1001.78,-10.753,0.669,3.079,5.62,2.2
6,2,3,300,car,1012.063,999.891,-6.596,-1.384,-2.935,4.31,1.83
6,3,3,300,car,984.522,998.378,-11.599,1.338,3.027,4.77,1.91
6,4,3,300,car,1021.949,1007.648,-1.775,-3.473,-2.043,4.88,1.94
6,5,3,300,car,1024.441,989.858,-6.633,1.077,2.981,9.75,2.6
6,6,3,300,car,954.196,996.575,11.972,-2.782,-0.228,4.48,1.84
6,7,3,300,car,993.308,971.854,-0.334,5.335,1.633,4.12,1.8
6,1,4,400,car,969.711,1001.846,-10.736,0.668,3.079,5.62,2.2
6,2,4,400,car,1011.393,999.803,-6.882,-1.177,-2.972,4.31,1.83
6,3,4,400,car,983.362,998.515,-11.552,1.356,3.025,4.77,1.91
6,4,4,400,car,1021.757,1007.308,-1.794,-3.425,-2.053,4.88,1.94
6,5,4,400,car,1023.778,989.968,-6.626,1.083,2.98,9.75,2.6
6,6,4,400,car,955.393,996.296,11.899,-2.78,-0.23,4.48,1.84
6,7,4,400,car,993.276,972.387,-0.317,5.132,1.633,4.12,1.8
6,8,4,400,car,1035.387,988.109,-6.608,0.932,3.001,7.99,2.6
6,1,5,500,car,968.638,1001.914,-10.708,0.67,3.079,5.62,2.2
6,2,5,500,car,1010.696,999.733,-7.158,-0.967,-3.007,4.31,1.83
6,3,5,500,car,982.207,998.654,-11.501,1.377,3.022,4.77,1.91
6,4,5,500,car,1021.564,1006.973,-1.81,-3.371,-2.064,4.88,1.94
6,5,5,500,car,1023.116,990.078,-6.618,1.089,2.979,9.75,2.6
6,6,5,500,car,956.582,996.016,11.815,-2.778,-0.231,4.48,1.84
6,7,5,500,car,993.245,972.901,-0.301,4.92,1.632,4.12,1.8
6,8,5,500,car,1034.726,988.204,-6.614,0.941,3.0,7.99,2.6
6,1,6,600,car,967.567,1001.982,-10.667,0.675,3.078,5.62,2.2
6,2,6,600,car,1009.973,999.681,-7.424,-0.757,-3.04,4.31,1.83
6,3,6,600,car,981.058,998.795,-11.445,1.398,3.02,4.77,1.91
6,4,6,600,car,1021.369,1006.644,-1.823,-3.311,-2.074,4.88,1.94
6,5,6,600,car,1022.455,990.189,-6.608,1.094,2.978,9.75,2.6
6,6,6,600,car,957.763,995.736,11.721,-2.774,-0.232,4.48,1.84
6,7,6,600,car,993.216,973.393,-0.285,4.701,1.631,4.12,1.8
6,8,6,600,car,1034.065,988.3,-6.619,0.951,2.999,7.99,2.6
6,1,7,700,car,966.501,1002.052,-10.615,0.684,3.077,5.62,2.2
6,2,7,700,car,1009.226,999.646,-7.68,-0.551,-3.07,4.31,1.83
6,3,7,700,car,979.914,998.938,-11.384,1.419,3.018,4.77,1.91
6,4,7,700,car,1021.172,1006.321,-1.832,-3.246,-2.085,4.88,1.94
6,5,7,700,car,1021.794,990.301,-6.598,1.099,2.976,9.75,2.6
6,6,7,700,car,958.935,995.456,11.615,-2.77,-0.234,4.48,1.84
6,7,7,700,car,993.188,973.863,-0.269,4.477,1.631,4.12,1.8
6,8,7,700,car,1033.404,988.398,-6.623,0.962,2.997,7.99,2.6
6,9,7,700,car,933.678,1001.349,10.973,-2.229,-0.2,4.7,1.95
6,1,8,800,car,965.439,1002.123,-10.55,0.695,3.076,5.62,2.2
6,2,8,800,car,1008.454,999.629,-7.929,-0.351,-3.097,4.31,1.83
6,3,8,800,car,978.776,999.084,-11.317,1.442,3.015,4.77,1.91
6,4,8,800,car,1020.975,1006.005,-1.836,-3.175,-2.095,4.88,1.94
6,5,8,800,car,1021.135,990.413,-6.59,1.105,2.975,9.75,2.6
6,6,8,800,car,960.096,995.177,11.498,-2.764,-0.236,4.48,1.84
6,7,8,800,car,993.162,974.311,-0.254,4.249,1.631,4.12,1.8
6,8,8,800,car,1032.742,988.497,-6.626,0.973,2.996,7.99,2.6
6,9,8,800,car,934.775,1001.125,10.979,-2.237,-0.201,4.7,1.95
6,1,9,900,car,964.384,1002.196,-10.475,0.708,3.074,5.62,2.2
6,2,9,900,car,1007.659,999.629,-8.17,-0.158,-3.122,4.31,1.83
6,3,9,900,car,977.645,999.233,-11.244,1.464,3.012,4.77,1.91
6,4,9,900,car,1020.776,1005.696,-1.837,-3.098,-2.106,4.88,1.94
6,5,9,900,car,1020.476,990.525,-6.583,1.111,2.974,9.75,2.6
6,6,9,900,car,961.245,994.898,11.37,-2.756,-0.238,4.48,1.84
6,7,9,900,car,993.136,974.735,-0.24,4.02,1.63,4.12,1.8
6,8,9,900,car,1032.08,988.597,-6.629,0.985,2.994,7.99,2.6
6,9,9,900,car,935.873,1000.901,10.979,-2.243,-0.202,4.7,1.95
6,1,10,1000,car,963.337,1002.271,-10.389,0.724,3.072,5.62,2.2
6,2,10,1000,car,1006.84,999.644,-8.404,0.025,3.139,4.31,1.83
6,3,10,1000,car,976.521,999.383,-11.164,1.486,3.009,4.77,1.91
6,4,10,1000,car,1020.578,1005.396,-1.832,-3.014,-2.117,4.88,1.94
6,5,10,1000,car,1019.818,990.638,-6.58,1.117,2.973,9.75,2.6
6,6,10,1000,car,962.381,994.62,11.233,-2.746,-0.24,4.48,1.84
6,7,10,1000,car,993.112,975.137,-0.226,3.791,1.63,4.12,1.8
6,8,10,1000,car,1031.417,988.698,-6.631,0.998,2.992,7.99,2.6
6,9,10,1000,car,936.971,1000.676,10.97,-2.249,-0.202,4.7,1.95
6,1,11,1100,car,962.299,1002.348,-10.292,0.742,3.07,5.62,2.2
6,2,11,1100,car,1005.999,999.674,-8.631,0.197,3.119,4.31,1.83
6,3,11,1100,car,975.405,999.536,-11.078,1.508,3.006,4.77,1.91
6,4,11,1100,car,1020.38,1005.104,-1.823,-2.925,-2.128,4.88,1.94
6,5,11,1100,car,1019.161,990.752,-6.579,1.124,2.972,9.75,2.6
6,6,11,1100,car,963.504,994.343,11.088,-2.733,-0.242,4.48,1.84
6,7,11,1100,car,993.09,975.517,-0.213,3.564,1.631,4.12,1.8
6,8,11,1100,car,1030.754,988.801,-6.635,1.012,2.99,7.99,2.6
6,9,11,1100,car,938.067,1000.45,10.95,-2.253,-0.203,4.7,1.95
6,1,12,1200,car,961.27,1002.427,-10.187,0.761,3.067,5.62,2.2
6,2,12,1200,car,1005.135,999.718,-8.853,0.356,3.101,4.31,1.83
6,3,12,1200,car,974.298,999.692,-10.985,1.53,3.003,4.77,1.91
6,4,12,1200,car,1020.183,1004.821,-1.81,-2.831,-2.139,4.88,1.94
6,5,12,1200,car,1018.503,990.866,-6.582,1.13,2.971,9.75,2.6
6,6,12,1200,car,964.612,994.067,10.936,-2.718,-0.244,4.48,1.84
6,7,12,1200,car,993.068,975.873,-0.201,3.342,1.631,4.12,1.8
6,8,12,1200,car,1030.091,988.905,-6.639,1.026,2.988,7.99,2.6
6,9,12,1200,car,939.162,1000.223,10.92,-2.255,-0.204,4.7,1.95
6,1,13,1300,car,960.252,1002.509,-10.073,0.782,3.064,5.62,2.2
6,2,13,1300,car,1004.25,999.775,-9.069,0.501,3.086,4.31,1.83
6,3,13,1300,car,973.2,999.85,-10.885,1.552,3.0,4.77,1.91
6,4,13,1300,car,1019.987,1004.548,-1.791,-2.733,-2.151,4.88,1.94
6,5,13,1300,car,1017.845,990.981,-6.587,1.137,2.971,9.75,2.6
6,6,13,1300,car,965.705,993.793,10.778,-2.699,-0.245,4.48,1.84
6,7,13,1300,car,993.047,976.207,-0.189,3.125,1.631,4.12,1.8
6,8,13,1300,car,1029.428,989.011,-6.644,1.04,2.986,7.99,2.6
6,9,13,1300,car,940.254,999.996,10.878,-2.256,-0.205,4.7,1.95
6,1,14,1400,car,959.245,1002.594,-9.951,0.805,3.061,5.62,2.2
6,2,14,1400,car,1003.344,999.843,-9.279,0.632,3.074,4.31,1.83
6,3,14,1400,car,972.112,1000.01,-10.781,1.574,2.997,4.77,1.91
6,4,14,1400,car,1019.793,1004.285,-1.769,-2.631,-2.163,4.88,1.94
6,5,14,1400,car,1017.187,991.096,-6.595,1.145,2.97,9.75,2.6
6,6,14,1400,car,966.782,993.521,10.618,-2.677,-0.247,4.48,1.84
6,7,14,1400,car,993.027,976.519,-0.178,2.915,1.632,4.12,1.8
6,8,14,1400,car,1028.764,989.118,-6.651,1.055,2.984,7.99,2.6
6,9,14,1400,car,941.341,999.769,10.826,-2.256,-0.205,4.7,1.95
6,1,15,1500,car,958.25,1002.681,-9.822,0.828,3.058,5.62,2.2
6,2,15,1500,car,1002.416,999.922,-9.485,0.749,3.063,4.31,1.83
6,3,15,1500,car,971.035,1000.173,-10.672,1.596,2.993,4.77,1.91
6,4,15,1500,car,1019.601,1004.033,-1.743,-2.527,-2.175,4.88,1.94
6,5,15,1500,car,1016.528,991.212,-6.605,1.152,2.969,9.75,2.6
6,6,15,1500,car,967.844,993.251,10.455,-2.65,-0.248,4.48,1.84
6,7,15,1500,car,993.008,976.811,-0.168,2.714,1.632,4.12,1.8
6,8,15,1500,car,1028.1,989.227,-6.66,1.071,2.982,7.99,2.6
6,9,15,1500,car,942.424,999.542,10.764,-2.255,-0.206,4.7,1.95
6,1,16,1600,car,957.269,1002.77,-9.687,0.851,3.054,5.62,2.2
6,2,16,1600,car,1001.468,1000.01,-9.686,0.851,3.054,4.31,1.83
6,3,16,1600,car,969.969,1000.338,-10.56,1.62,2.989,4.77,1.91
6,4,16,1600,car,1019.411,1003.791,-1.714,-2.421,-2.187,4.88,1.94
6,5,16,1600,car,1015.867,991.329,-6.617,1.159,2.968,9.75,2.6
6,6,16,1600,car,968.889,992.985,10.292,-2.619,-0.249,4.48,1.84
6,7,16,1600,car,992.99,977.082,-0.157,2.523,1.633,4.12,1.8
6,8,16,1600,car,1027.434,989.337,-6.67,1.086,2.98,7.99,2.6
6,9,16,1600,car,943.5,999.315,10.692,-2.252,-0.208,4.7,1.95
6,1,17,1700,car,956.301,1002.863,-9.547,0.875,3.05,5.62,2.2
6,2,17,1700,car,1000.5,1000.105,-9.883,0.939,3.047,4.31,1.83
6,3,17,1700,car,968.914,1000.506,-10.447,1.646,2.985,4.77,1.91
6,4,17,1700,car,1019.224,1003.561,-1.683,-2.315,-2.199,4.88,1.94
6,5,17,1700,car,1015.206,991.446,-6.63,1.166,2.968,9.75,2.6
6,6,17,1700,car,969.918,992.723,10.131,-2.583,-0.25,4.48,1.84
6,7,17,1700,car,992.973,977.335,-0.147,2.341,1.634,4.12,1.8
6,8,17,1700,car,1026.768,989.449,-6.681,1.101,2.978,7.99,2.6
6,9,17,1700,car,944.568,999.088,10.612,-2.249,-0.209,4.7,1.95
6,1,18,1800,car,955.347,1002.958,-9.401,0.898,3.046,5.62,2.2
6,2,18,1800,car,999.512,1000.207,-10.076,1.013,3.041,4.31,1.83
6,3,18,1800,car,967.87,1000.677,-10.333,1.675,2.981,4.77,1.91
6,4,18,1800,car,1019.04,1003.342,-1.65,-2.211,-2.212,4.88,1.94
6,5,18,1800,car,1014.543,991.563,-6.645,1.173,2.967,9.75,2.6
6,6,18,1800,car,970.931,992.465,9.973,-2.541,-0.249,4.48,1.84
6,7,18,1800,car,992.958,977.569,-0.138,2.17,1.634,4.12,1.8
6,8,18,1800,car,1026.1,989.562,-6.693,1.115,2.976,7.99,2.6
6,9,18,1800,car,945.629,998.861,10.525,-2.245,-0.21,4.7,1.95
6,1,19,1900,car,954.407,1003.055,-9.252,0.921,3.042,5.62,2.2
6,2,19,1900,car,998.505,1000.315,-10.264,1.076,3.037,4.31,1.83
6,3,19,1900,car,966.838,1000.852,-10.22,1.706,2.976,4.77,1.91
6,4,19,1900,car,1018.859,1003.133,-1.616,-2.109,-2.225,4.88,1.94
6,5,19,1900,car,1013.879,991.682,-6.661,1.179,2.966,9.75,2.6
6,6,19,1900,car,971.929,992.211,9.819,-2.494,-0.249,4.48,1.84
6,7,19,1900,car,992.943,977.786,-0.129,2.01,1.635,4.12,1.8
6,8,19,1900,car,1025.431,989.676,-6.706,1.129,2.975,7.99,2.6
6,9,19,1900,car,946.681,998.635,10.431,-2.241,-0.212,4.7,1.95
6,1,20,2000,car,953.483,1003.155,-9.098,0.943,3.038,5.62,2.2
6,2,20,2000,car,997.478,1000.428,-10.448,1.129,3.034,4.31,1.83
6,3,20,2000,car,965.817,1001.03,-10.111,1.741,2.971,4.77,1.91
6,4,20,2000,car,1018.681,1002.935,-1.583,-2.011,-2.238,4.88,1.94
6,5,20,2000,car,1013.213,991.801,-6.678,1.186,2.966,9.75,2.6
6,6,20,2000,car,972.911,991.964,9.67,-2.443,-0.247,4.48,1.84
6,7,20,2000,car,992.929,977.987,-0.12,1.861,1.635,4.12,1.8
6,8,20,2000,car,1024.761,989.791,-6.72,1.142,2.973,7.99,2.6
6,9,20,2000,car,947.724,998.408,10.332,-2.237,-0.213,4.7,1.95
6,1,21,2100,car,952.574,1003.257,-8.939,0.963,3.034,5.62,2.2
6,2,21,2100,car,996.434,1000.544,-10.626,1.173,3.032,4.31,1.83
6,3,21,2100,car,964.808,1001.212,-10.004,1.78,2.966,4.77,1.91
6,4,21,2100,car,1018.507,1002.747,-1.551,-1.919,-2.251,4.88,1.94
6,5,21,2100,car,1012.545,991.92,-6.694,1.192,2.965,9.75,2.6
6,6,21,2100,car,973.879,991.722,9.528,-2.387,-0.245,4.48,1.84
6,7,21,2100,car,992.917,978.173,-0.111,1.722,1.635,4.12,1.8
6,8,21,2100,car,1024.089,989.908,-6.734,1.155,2.972,7.99,2.6
6,9,21,2100,car,948.757,998.182,10.229,-2.234,-0.215,4.7,1.95
6,1,22,2200,car,951.681,1003.362,-8.776,0.982,3.03,5.62,2.2
6,2,22,2200,car,995.371,1000.664,-10.798,1.209,3.03,4.31,1.83
6,3,22,2200,car,963.809,1001.399,-9.903,1.823,2.96,4.77,1.91
6,4,22,2200,car,1018.336,1002.569,-1.521,-1.833,-2.264,4.88,1.94
6,5,22,2200,car,1011.876,992.04,-6.71,1.197,2.965,9.75,2.6
6,6,22,2200,car,974.833,991.487,9.393,-2.328,-0.243,4.48,1.84
6,7,22,2200,car,992.905,978.345,-0.103,1.595,1.635,4.12,1.8
6,8,22,2200,car,1023.416,990.025,-6.749,1.166,2.971,7.99,2.6
6,9,22,2200,car,949.779,997.956,10.122,-2.23,-0.217,4.7,1.95
6,1,23,2300,car,950.804,1003.468,-8.609,0.998,3.026,5.62,2.2
6,2,23,2300,car,994.292,1000.787,-10.963,1.239,3.029,4.31,1.83
6,3,23,2300,car,962.82,1001.591,-9.807,1.87,2.953,4.77,1.91
6,4,23,2300,car,1018.168,1002.4,-1.496,-1.754,-2.277,4.88,1.94
6,5,23,2300,car,1011.205,992.161,-6.727,1.203,2.965,9.75,2.6
6,6,23,2300,car,975.773,991.258,9.267,-2.267,-0.24,4.48,1.84
6,7,23,2300,car,992.895,978.504,-0.096,1.479,1.635,4.12,1.8
6,8,23,2300,car,1022.742,990.144,-6.765,1.176,2.969,7.99,2.6
6,9,23,2300,car,950.79,997.73,10.014,-2.227,-0.219,4.7,1.95
6,1,24,2400,car,949.944,1003.575,-8.435,1.012,3.022,5.62,2.2
6,2,24,2400,car,993.196,1000.912,-11.118,1.265,3.028,4.31,1.83
6,3,24,2400,car,961.842,1001.788,-9.716,1.922,2.946,4.77,1.91
6,4,24,2400,car,1018.003,1002.238,-1.475,-1.685,-2.29,4.88,1.94
6,5,24,2400,car,1010.532,992.281,-6.742,1.208,2.964,9.75,2.6
6,6,24,2400,car,976.701,991.036,9.149,-2.206,-0.237,4.48,1.84
6,7,24,2400,car,992.885,978.652,-0.089,1.374,1.635,4.12,1.8
6,8,24,2400,car,1022.066,990.263,-6.78,1.185,2.969,7.99,2.6
6,9,24,2400,car,951.791,997.505,9.906,-2.224,-0.221,4.7,1.95
6,1,25,2500,car,949.102,1003.684,-8.257,1.023,3.018,5.62,2.2
6,2,25,2500,car,992.084,1001.039,-11.265,1.287,3.028,4.31,1.83
6,3,25,2500,car,960.872,1001.991,-9.633,1.977,2.939,4.77,1.91
6,4,25,2500,car,1017.84,1002.084,-1.46,-1.625,-2.303,4.88,1.94
6,5,25,2500,car,1009.858,992.403,-6.758,1.213,2.964,9.75,2.6
6,6,25,2500,car,977.617,990.821,9.039,-2.145,-0.233,4.48,1.84
6,7,25,2500,car,992.876,978.79,-0.083,1.28,1.635,4.12,1.8
6,8,25,2500,car,1021.388,990.382,-6.795,1.193,2.968,7.99,2.6
6,9,25,2500,car,952.781,997.279,9.799,-2.223,-0.223,4.7,1.95
6,1,26,2600,car,948.277,1003.793,-8.073,1.03,3.015,5.62,2.2
6,2,26,2600,car,990.957,1001.169,-11.4,1.306,3.028,4.31,1.83
6,3,26,2600,car,959.911,1002.2,-9.557,2.036,2.932,4.77,1.91
6,4,26,2600,car,1017.679,1001.936,-1.453,-1.575,-2.316,4.88,1.94
6,5,26,2600,car,1009.183,992.525,-6.774,1.218,2.964,9.75,2.6
6,6,26,2600,car,978.522,990.611,8.936,-2.088,-0.229,4.48,1.84
6,7,26,2600,car,992.868,978.918,-0.077,1.197,1.635,4.12,1.8
6,8,26,2600,car,1020.708,990.502,-6.811,1.2,2.967,7.99,2.6
6,9,26,2600,car,953.76,997.053,9.694,-2.222,-0.225,4.7,1.95
6,1,27,2700,car,947.47,1003.903,-7.884,1.034,3.011,5.62,2.2
6,2,27,2700,car,989.817,1001.3,-11.524,1.323,3.027,4.31,1.83
6,3,27,2700,car,958.958,1002.415,-9.488,2.097,2.924,4.77,1.91
6,4,27,2700,car,1017.519,1001.793,-1.455,-1.535,-2.329,4.88,1.94
6,5,27,2700,car,1008.505,992.647,-6.79,1.223,2.963,9.75,2.6
6,6,27,2700,car,979.417,990.407,8.841,-2.034,-0.226,4.48,1.84
6,7,27,2700,car,992.861,979.037,-0.072,1.124,1.635,4.12,1.8
6,8,27,2700,car,1020.027,990.623,-6.826,1.205,2.967,7.99,2.6
6,9,27,2700,car,954.729,996.828,9.594,-2.223,-0.228,4.7,1.95
6,1,28,2800,car,946.683,1004.013,-7.691,1.035,3.008,5.62,2.2
6,2,28,2800,car,988.665,1001.432,-11.635,1.337,3.027,4.31,1.83
6,3,28,2800,car,958.012,1002.636,-9.428,2.161,2.916,4.77,1.91
6,4,28,2800,car,1017.358,1001.655,-1.466,-1.507,-2.343,4.88,1.94
6,5,28,2800,car,1007.826,992.77,-6.806,1.228,2.963,9.75,2.6
6,6,28,2800,car,980.302,990.208,8.751,-1.986,-0.223,4.48,1.84
6,7,28,2800,car,992.854,979.15,-0.068,1.058,1.635,4.12,1.8
6,8,28,2800,car,1019.345,990.744,-6.841,1.21,2.967,7.99,2.6
6,9,28,2800,car,955.688,996.602,9.5,-2.225,-0.23,4.7,1.95
6,1,29,2900,car,945.915,1004.122,-7.493,1.032,3.005,5.62,2.2
6,2,29,2900,car,987.501,1001.566,-11.732,1.351,3.027,4.31,1.83
6,3,29,2900,car,957.072,1002.863,-9.377,2.227,2.908,4.77,1.91
6,4,29,2900,car,1017.197,1001.519,-1.489,-1.489,-2.356,4.88,1.94
6,5,29,2900,car,1007.146,992.893,-6.824,1.233,2.963,9.75,2.6
6,6,29,2900,car,981.178,990.012,8.666,-1.946,-0.221,4.48,1.84
6,7,29,2900,car,992.848,979.256,-0.064,1.0,1.634,4.12,1.8
6,8,29,2900,car,1018.661,990.865,-6.856,1.214,2.966,7.99,2.6
6,9,29,2900,car,956.637,996.376,9.412,-2.228,-0.232,4.7,1.95
6,10,29,2900,car,934.741,1002.45,12.32,-2.218,-0.178,4.06,1.78
6,1,30,3000,car,945.166,1004.23,-7.291,1.025,3.002,5.62,2.2
6,2,30,3000,car,986.328,1001.701,-11.815,1.363,3.027,4.31,1.83
6,3,30,3000,car,956.137,1003.098,-9.335,2.294,2.901,4.77,1.91
6,4,30,3000,car,1017.033,1001.386,-1.522,-1.482,-2.37,4.88,1.94
6,5,30,3000,car,1006.464,993.017,-6.841,1.238,2.963,9.75,2.6
6,6,30,3000,car,982.045,989.819,8.582,-1.914,-0.219,4.48,1.84
6,7,30,3000,car,992.842,979.356,-0.06,0.947,1.634,4.12,1.8
6,8,30,3000,car,1017.975,990.987,-6.871,1.218,2.966,7.99,2.6
6,9,30,3000,car,957.577,996.15,9.332,-2.233,-0.235,4.7,1.95
6,10,30,3000,car,935.973,1002.229,12.332,-2.216,-0.178,4.06,1.78
6,1,31,3100,car,944.438,1004.338,-7.087,1.015,2.999,5.62,2.2
6,2,31,3100,car,985.147,1001.838,-11.884,1.375,3.026,4.31,1.83
6,3,31,3100,car,955.206,1003.338,-9.304,2.36,2.893,4.77,1.91
6,4,31,3100,car,1016.867,1001.254,-1.569,-1.485,-2.384,4.88,1.94
6,5,31,3100,car,1005.779,993.142,-6.86,1.244,2.962,9.75,2.6
6,6,31,3100,car,982.903,989.629,8.5,-1.891,-0.219,4.48,1.84
6,7,31,3100,car,992.836,979.45,-0.057,0.897,1.634,4.12,1.8
6,8,31,3100,car,1017.288,991.109,-6.886,1.221,2.966,7.99,2.6
6,9,31,3100,car,958.51,995.923,9.261,-2.239,-0.237,4.7,1.95
6,10,31,3100,car,937.206,1002.007,12.341,-2.214,-0.178,4.06,1.78
6,1,32,3200,car,943.729,1004.444,-6.882,1.003,2.997,5.62,2.2
6,2,32,3200,car,983.958,1001.976,-11.938,1.386,3.026,4.31,1.83
6,3,32,3200,car,954.278,1003.584,-9.284,2.426,2.886,4.77,1.91
6,4,32,3200,car,1016.695,1001.122,-1.629,-1.498,-2.398,4.88,1.94
6,5,32,3200,car,1005.094,993.267,-6.879,1.249,2.962,9.75,2.6
6,6,32,3200,car,983.753,989.438,8.417,-1.879,-0.22,4.48,1.84
6,7,32,3200,car,992.831,979.54,-0.053,0.849,1.634,4.12,1.8
6,8,32,3200,car,1016.6,991.231,-6.901,1.224,2.966,7.99,2.6
6,9,32,3200,car,959.435,995.696,9.2,-2.245,-0.239,4.7,1.95
6,10,32,3200,car,938.44,1001.786,12.344,-2.21,-0.177,4.06,1.78
6,1,33,3300,car,943.042,1004.548,-6.676,0.987,2.995,5.62,2.2
6,2,33,3300,car,982.765,1002.115,-11.979,1.397,3.026,4.31,1.83
6,3,33,3300,car,953.352,1003.836,-9.275,2.489,2.879,4.77,1.91
6,4,33,3300,car,1016.518,1000.99,-1.703,-1.521,-2.413,4.88,1.94
6,5,33,3300,car,1004.406,993.392,-6.899,1.255,2.962,9.75,2.6
6,6,33,3300,car,984.594,989.248,8.332,-1.877,-0.222,4.48,1.84
6,7,33,3300,car,992.826,979.625,-0.05,0.801,1.633,4.12,1.8
6,8,33,3300,car,1015.91,991.354,-6.916,1.227,2.966,7.99,2.6
6,9,33,3300,car,960.354,995.469,9.148,-2.252,-0.241,4.7,1.95
6,10,33,3300,car,939.675,1001.566,12.342,-2.205,-0.177,4.06,1.78
6,1,34,3400,car,942.375,1004.65,-6.472,0.969,2.993,5.62,2.2
6,2,34,3400,car,981.567,1002.256,-12.006,1.407,3.025,4.31,1.83
6,3,34,3400,car,952.427,1004.094,-9.278,2.549,2.873,4.77,1.91
6,4,34,3400,car,1016.332,1000.856,-1.791,-1.551,-2.428,4.88,1.94
6,5,34,3400,car,1003.716,993.518,-6.919,1.261,2.961,9.75,2.6
6,6,34,3400,car,985.426,989.055,8.244,-1.886,-0.225,4.48,1.84
6,7,34,3400,car,992.822,979.705,-0.047,0.753,1.633,4.12,1.8
6,8,34,3400,car,1015.218,991.477,-6.932,1.23,2.966,7.99,2.6
6,9,34,3400,car,961.268,995.241,9.105,-2.259,-0.243,4.7,1.95
6,10,34,3400,car,940.909,1001.345,12.334,-2.199,-0.176,4.06,1.78
6,1,35,3500,car,941.728,1004.75,-6.272,0.949,2.991,5.62,2.2
6,2,35,3500,car,980.366,1002.397,-12.021,1.418,3.024,4.31,1.83
6,3,35,3500,car,951.502,1004.357,-9.292,2.605,2.868,4.77,1.91
6,4,35,3500,car,1016.138,1000.72,-1.893,-1.587,-2.444,4.88,1.94
6,5,35,3500,car,1003.024,993.645,-6.939,1.267,2.961,9.75,2.6
6,6,35,3500,car,986.249,988.86,8.154,-1.906,-0.23,4.48,1.84
6,7,35,3500,car,992.817,979.781,-0.043,0.702,1.633,4.12,1.8
6,8,35,3500,car,1014.525,991.6,-6.948,1.234,2.966,7.99,2.6
6,9,35,3500,car,962.178,995.013,9.072,-2.265,-0.245,4.7,1.95
6,10,35,3500,car,942.143,1001.126,12.321,-2.192,-0.176,4.06,1.78
6,1,36,3600,car,941.101,1004.847,-6.077,0.929,2.99,5.62,2.2
6,2,36,3600,car,979.164,1002.54,-12.025,1.429,3.023,4.31,1.83
6,3,36,3600,car,950.574,1004.623,-9.318,2.656,2.864,4.77,1.91
6,4,36,3600,car,1015.933,1000.582,-2.009,-1.627,-2.461,4.88,1.94
6,5,36,3600,car,1002.33,993.772,-6.958,1.272,2.961,9.75,2.6
6,6,36,3600,car,987.063,988.661,8.062,-1.936,-0.236,4.48,1.84
6,7,36,3600,car,992.813,979.851,-0.04,0.648,1.632,4.12,1.8
6,8,36,3600,car,1013.83,991.724,-6.964,1.239,2.966,7.99,2.6
6,9,36,3600,car,963.085,994.785,9.047,-2.271,-0.246,4.7,1.95
6,10,36,3600,car,943.375,1000.907,12.304,-2.185,-0.176,4.06,1.78
6,1,37,3700,car,940.494,1004.942,-5.891,0.907,2.989,5.62,2.2
6,2,37,3700,car,977.962,1002.684,-12.02,1.44,3.022,4.31,1.83
6,3,37,3700,car,949.644,1004.894,-9.354,2.702,2.86,4.77,1.91
6,4,37,3700,car,1015.716,1000.441,-2.138,-1.671,-2.478,4.88,1.94
6,5,37,3700,car,1001.635,993.9,-6.977,1.278,2.96,9.75,2.6
6,6,37,3700,car,987.867,988.458,7.967,-1.975,-0.243,4.48,1.84
6,7,37,3700,car,992.81,979.916,-0.036,0.592,1.632,4.12,1.8
6,8,37,3700,car,1013.134,991.848,-6.981,1.244,2.965,7.99,2.6
6,9,37,3700,car,963.989,994.556,9.032,-2.275,-0.247,4.7,1.95
6,10,37,3700,car,944.605,1000.689,12.282,-2.177,-0.175,4.06,1.78
6,1,38,3800,car,939.905,1005.035,-5.716,0.886,2.988,5.62,2.2
6,2,38,3800,car,976.76,1002.83,-12.006,1.451,3.021,4.31,1.83
6,3,38,3800,car,948.709,1005.168,-9.399,2.74,2.858,4.77,1.91
6,4,38,3800,car,1015.486,1000.297,-2.281,-1.714,-2.497,4.88,1.94
6,5,38,3800,car,1000.937,994.028,-6.994,1.284,2.96,9.75,2.6
6,6,38,3800,car,988.661,988.249,7.87,-2.023,-0.252,4.48,1.84
6,7,38,3800,car,992.807,979.975,-0.033,0.533,1.632,4.12,1.8
6,8,38,3800,car,1012.436,991.973,-6.999,1.25,2.965,7.99,2.6
6,9,38,3800,car,964.892,994.328,9.024,-2.278,-0.247,4.7,1.95
6,10,38,3800,car,945.834,1000.472,12.259,-2.169,-0.175,4.06,1.78
